CSI#,,SYMBOL,EXCHANGE,NAME,POINT VALUE,CONTRACT SIZE,UNIT OF MEASURE,CURRENCY,NORMAL MONTHS,SWITCHING MONTHS,START DATE,HOURS,BIAS,,TICK SIZE,FOOTNOTE,FULL POINT VALUE
100071,,SGN,CLEAR,Singapore Gasoil Cal Sw,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100072,,KSN,CLEAR,Singapore Jet Fuel Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100073,,SPN,CLEAR,Singapore Naphtha Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100074,,RKN,CLEAR,Singapore Jet-Gasoil Sw,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,500,,0.01,,1000 USD
100075,,SAN,CLEAR,Brent Crude Cal Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100076,,UNN,CLEAR,Euro Naphtha Swap,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100077,,UVN,CLEAR,Euro 3.5 Fuel Oil Sw,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100078,,BBN,NYMEX,Brent Crude Financ.,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100079,,MW1,MGE,Wheat-Spring (Electronic Only),6.25 USD,5000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20061016,18:32 - 13:15,,,0.25,,50 USD
100080,,MW2,MGE,Wheat-Spring (Floor-Electronic Combined),6.25 USD,5000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20061016,18:32 - 13:15,,,0.25,,50 USD
100081,,ER,CBT,DJ UBS Er Comm Index,1 USD,100 x Index,points,USD,"3,6,9,12",,20061016,08:15 - 13:10,,,0.1,,100 USD
100082,,PST,CME,TRAKRS Pimco Stock PLUS Total Return Index,0.01 USD,1 USD x Index,points,USD,"10",,20061127,08:30 - 15:00,,,0.01,,1 USD
100083,,MXM,MEFF,Ibex 35 Index-Mini,0.1 EUR,1 EUR x Index,points,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20061128,09:00 - 17:35,,,5,,1 EUR
100084,,DEE,EUREX,DJ Euro Stoxx Oil & Gas Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20061130,08:00 - 22:00,,,0.1,,50 EUR
100085,,DJE,EUREX,DJ STOXX 600 Oil & Gas Sector Index,0.5 EUR,50 EUR x Index,points,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20061130,08:00 - 22:00,,,0.1,,50 EUR
100086,,DDG,DGCX,Gold,0.32 USD,32 oz,USD / oz,USD,"2,4,6,8,10,12",,20061129,10:00 - 22:30,,,0.1,,32 USD
100087,,DFO,DGCX,Fuel Oil High Sulfur,1 USD,100 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061129,10:00 - 19:00,,,0.01,,100 USD
100088,,WHO,RMX,Hogs,8 EUR,8000 kg,EUR / kg,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20061205,09:55 - 16:00,,,0.001,,8000 EUR
100089,,WFE,RMX,Piglets,10 EUR,100 piglets,EUR / piglet,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20061205,09:55 - 16:00,,,0.1,,100 EUR
100090,,WTP,RMX,Potatoes-Table,2.5 EUR,25 tonnes,EUR / 100 kg,EUR,"2,3,4,10,12",,20061205,10:00 - 16:00,,,0.1,,250 EUR
100091,,WLP,RMX,Potatoes-London,2.5 EUR,25 tonnes,EUR / 100 kg,EUR,"4,5,11",,20061205,10:00 - 16:00,,,0.1,,250 EUR
100092,,WXP,RMX,Potatoes-Processing,2.5 EUR,25 tonnes,EUR / 100 kg,EUR,"2,4,11",,20061205,10:00 - 16:00,,,0.1,,250 EUR
100093,,WWR,RMX,Wheat,0.5 EUR,50 tonnes,EUR / tonne,EUR,"2,4,11",,20061219,10:05 - 17:00,,,0.1,,50 EUR
100094,,WBB,RMX,Barley-Brewing,0.5 EUR,50 tonnes,EUR / tonne,EUR,"2,5,9,11",,20061205,10:05 - 17:00,,,0.1,,50 EUR
100095,,VA,CFE,S&P 500 Variance-12 month,0.50 USD,50 USD x Variance,points,USD,"3,6,9,12",,20061206,08:30 - 15:15,,,0.5,,50 USD
100096,,AA,FINEX,Australian Dollar Sm,1 USD,100000 AUD,USD,USD,"3,6,9,12",,20061208,19:00 - 15:00,,,0.00005,,100000 USD
100097,,ZA,FINEX,New Zealand Dollar Sm,1 USD,100000 NZD,USD,USD,"3,6,9,12",,20061208,19:00 - 15:00,,,0.00005,,100000 USD
100098,,YS,FINEX,British Pound/Japanese Yen Sm,625 JPY,62500 GBP,JPY,JPY,"3,6,9,12",,20061208,19:00 - 15:00,,,0.01,,62500 JPY
100099,,ESM,EUREX,Swiss Mid-cap Index,0.1 CHF,10 CHF x Index,points,CHF,"3,6,9,12",,20061208,07:30 - 17:20,,,1,,10 CHF
100100,,EVD,EUREX,VDAX New Index,10 EUR,1000 EUR x Index,points,EUR,"3,6,9,12",,20061208,07:30 - 17:30,,,0.05,,1000 EUR
100101,,EVS,EUREX,VSTOXX Index,10 EUR,1000 EUR x Index,points,EUR,"3,6,9,12",,20061208,07:30 - 17:30,,,0.05,,1000 EUR
100102,,QOC,COMEX,Gold-MiNY,0.50 USD,50 toz,USD / oz,USD,"2,4,6,8,10,12",,20061207,18:00 - 17:15,,,0.25,,50 USD
100103,,QIC,COMEX,Silver-MiNY,0.25 USD,2500 toz,USD / oz,USD,"3,5,7,9,12",,20061204,18:00 - 17:15,,,0.0125,,2500 USD
100104,,QCC,COMEX,Copper-MiNY,1.25 USD,12500 lb,USD / lb,USD,"3,5,7,9,12",,20061207,18:00 - 17:15,,,0.0005,,12500 USD
100105,,LKC,COMEX,Copper-London,0.05 USD,5 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061212,18:00 - 17:15,,,0.25,,5 USD
100106,,LAC,COMEX,Aluminum-London,0.10 USD,10 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061212,18:00 - 17:15,,,0.5,,10 USD
100107,,LZC,COMEX,Zinc-London,0.10 USD,10 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061212,18:00 - 17:15,,,0.5,,10 USD
100108,,QSC,COMEX,Gold-Asian,1 USD,1000 grams,USD / gram,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061212,18:00 - 17:15,,,0.005,,1000 USD
100109,,QRN,NYMEX,Platinum-Asian,5 USD,500 grams,USD / gram,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061212,18:00 - 17:15,,,0.01,,500 USD
100110,,QTN,NYMEX,Palladium-Asian,5 USD,500 grams,USD / gram,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061212,18:00 - 17:15,,,0.01,,500 USD
100111,,E5B,CME,Eurodollar-E-mini 5 5Yr Bundle,5 USD,10000 USD per leg x 20 legs,points,USD,"3,6,9,12",,20061213,17:00 - 16:00,,,0.0025,,5000 USD
100112,,REN,NYMEX,Crude Oil (Russian Export Blend),10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070108,18:00 - 17:15,,,0.01,,1000 USD
100113,,CJN,CLEAR,Cocoa,1 USD,20 tonnes,USD / tonne,USD,"3,5,7,10,12",,20070108,18:00 - 17:15,,,1,,1 USD
100114,,KTN,CLEAR,Coffee,3.75 USD,37500 lb,USD / lb,USD,"3,5,7,9,12",,20070108,18:00 - 17:15,,,0.0005,,37500 USD
100115,,TTN,CLEAR,Cotton,5 USD,50000 lb,USD / lb,USD,"3,5,7,10,12",,20070108,18:00 - 17:15,,,0.0001,,50000 USD
100116,,FJN,CLEAR,Orange Juice(Frozen),1.50 USD,15000 lb,USD / lb,USD,"3,5,7,9,11",,20070108,18:00 - 17:15,,,0.0005,,15000 USD
100117,,YON,CLEAR,Sugar #11,11.20 USD,112000 lb,USD / lb,USD,"3,5,7,10",,20070108,18:00 - 17:15,,,0.0001,,112000 USD
100118,,FTN,CLEAR,Sugar #14,11.20 USD,112000 lb,USD / lb,USD,"1,3,5,7,9,11",,20070108,18:00 - 17:15,,,0.0001,,112000 USD
100119,,ILS,CME,Isreali Shekel,10 USD,1000000 ILS,USD / ILS,USD,"3,6,9,12",,20070108,17:00 - 16:00,,,0.00001,,1000000 USD
100120,,CKO,CME,Czech Koruna,4 USD,4000000 CZK,USD / 100 CZK,USD,"3,6,9,12",,20070108,17:00 - 16:00,,,0.0002,,40000 USD
100121,,ECZ,CME,Czech Koruna/Euro,4 EUR,4000000 CZK,EUR / 100 CZK,EUR,"3,6,9,12",,20070108,17:00 - 16:00,,,0.0002,,40000 EUR
100122,,HFO,CME,Hungarian Forint,3 USD,30000000 HUF,USD / 100 HUF,USD,"3,6,9,12",,20070108,17:00 - 16:00,,,0.00002,,300000 USD
100123,,EHU,CME,Hungarian Forint/Euro,3 EUR,30000000 HUF,EUR / 100 HUF,EUR,"3,6,9,12",,20070108,17:00 - 16:00,,,0.00002,,300000 EUR
100124,,BXF,FINEX,Brazilian Real,1 USD,100000 BRL,USD / BRL,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070116,03:00 - 15:00,,,0.00005,,100000 USD
100125,,CUF,FINEX,Columbian Peso,10 USD,100000000 COP,USD / 100 COP,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070116,03:00 - 15:00,,,0.00001,,1000000 USD
100126,,ON,NYCE,Orange Juice (not from concentrate),1.20 USD,12000 lb,0.01 USD / lb,USD,"1,3,5,7,9,11",,20070116,10:00 - 13:30,,,0.05,,120 USD
100127,,JPN,CLEAR,Electricity-PJM Off-Peak,0.01 USD MWh,880 MWh to 1060 MWh,2.5 MWh x number of hours,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050304,18:00 - 15:15,,,0.05,,1 USD MWh
100128,,GSN,CLEAR,Gasoline calendar Swap (Gulf Coast),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060411,18:00 - 15:15,,,0.0001,,42000 USD
100129,,GEN,CLEAR,Jet Fuel Calendar Swap (Gulf Coast),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060830,18:00 - 15:15,,,0.0001,,42000 USD
100130,,GPN,CLEAR,Heating Oil Calendar Swap(Gulf Coast),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050127,18:00 - 15:15,,,0.0001,,42000 USD
100131,,EHC,EURONEXT,Rapeseed Oil  Paris,0.50 EUR,50 tonnes,EUR / tonne,EUR,"2,5,8,11",,20070124,10:45 - 18:30,,,0.5,,50 EUR
100132,,WX,NYMEX,iPort 3-2-1 Index(Floor Trading),10 USD,1000 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070124,10:00 - 14:30,,,0.01,,1000 USD
100133,,WX2,NYMEX,iPort 3-2-1 Plus Index(Combined),10 USD,1000 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070124,18:00 - 17:15,,,0.01,,1000 USD
100134,,WX1,NYMEX,iPort 3-2-1 Plus Index(Electronic),10 USD,1000 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070124,18:00 - 17:15,,,0.01,,1000 USD
100136,,EY2,CME,Euroyen (Floor),250 JPY,100000000 JPY,points,JPY,"3,6,9,12",,20070215,07:20 - 14:00,,,0.005,,250000 JPY
100137,,EY1,CME,Euroyen (Electronic),250 JPY,100000000 JPY,points,JPY,"3,6,9,12",,20070215,17:00 - 16:00,,,0.005,,250000 JPY
100138,,REI,CBT,DJ Real Estate,1 USD,100 USD x Index,points,USD,"3,6,9,12",,20070328,18:15 - 16:00,,,0.1,,100 USD
100139,,SB1,NYCE,Sugar #11 (Electronic only),11.20 USD,112000 lb,0.01 USD / lb,USD,"1,3,5,7,10",,20070329,01:30 - 15:15,,,0.01,,1120 USD
100140,,SB2,NYCE,Sugar #11 (Floor+Electronic Combined),11.20 USD,112000 lb,0.01 USD / lb,USD,"3,5,7,10",,19651230,01:30 - 15:15,,,0.01,,1120 USD
100141,,SE1,NYCE,Sugar #14 (Electronic Trading Only),11.20 USD,112000 lb,0.01 USD / lb,USD,"1,3,5,7,9,11",,20070329,01:30 - 15:15,,,0.01,,1120 USD
100142,,SE2,NYCE,Sugar #14 (Floor+Electronic Combined),11.20 USD,112000 lb,0.01 USD / lb,USD,"1,3,5,7,9,11",,19770502,01:30 - 15:15,,,0.01,,1120 USD
100143,,CT1,NYCE,Cotton #2 (Electronic Trading only),5 USD,50000 lb,0.01 USD / lb,USD,"3,5,7,10,12",,20070329,01:30 - 15:15,,,0.01,,500 USD
100144,,CT2,NYCE,Cotton #2 (Floor+Electronic Combined),5 USD,50000 lb,0.01 USD / lb,USD,"3,5,7,10,12",,19670322,01:30 - 15:15,,,0.01,,500 USD
100145,,KC1,NYCE,Coffee (Electronic Trading Only),3.75 USD,37500 lb,0.01 USD / lb,USD,"3,5,7,9,12",,20070329,01:30 - 15:15,,,0.05,,375 USD
100146,,KC2,NYCE,Coffee (Floor+Electronic Combined),3.75 USD,37500 lb,0.01 USD / lb,USD,"3,5,7,9,12",,19720816,01:30 - 15:15,,,0.05,,375 USD
100147,,CC1,NYCE,Cocoa (Electronic Trading Only),10 USD,10 tonnes,USD / tonne,USD,"3,5,7,9,12",,20070329,01:30 - 15:15,,,1,,10 USD
100148,,CC2,NYCE,Cocoa (Floor+Electronic Combined),10 USD,10 tonnes,USD / tonne,USD,"3,5,7,9,12",,19651230,01:30 - 15:15,,,1,,10 USD
100149,,OJ1,NYCE,Orange Juice-Frozen (Electronic Trading Only),1.50 USD,15000 lb,0.01 USD / lb,USD,"1,3,5,7,9,11",,20070329,07:00 - 15:15,,,0.05,,150 USD
100150,,OJ2,NYCE,Orange Juice-Frozen  (Floor+Electronic Combined),1.50 USD,15000 lb,0.01 USD / lb,USD,"1,3,5,7,9,11",,19661026,07:00 - 15:15,,,0.05,,150 USD
100151,,ZNS,SHFE,Zinc,5 CNY,5 tonnes,CNY / tonne,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20070412,09:00 - 15:00,,,5,,5 CNY
100152,,RC,ICE,Coal Rotterdam-IPE,50 USD,5000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070411,07:00 - 17:00,,,0.05,,5000 USD
100153,,RCQ,ICE,Coal Rotterdam-Quarterly-IPE,50 USD,5000 tonnes,USD / tonne,USD,"3,6,9,12",,20070411,07:00 - 17:00,,,0.05,,5000 USD
100154,,RCS,ICE,Coal Rotterdam-Seasonal-IPE,50 USD,5000 tonne,USD / tonne,USD,"3,9",,20070411,07:00 - 17:00,,,0.05,,5000 USD
100155,,AF,ICE,Coal Richards Bay-IPE,50 USD,5000 tonne,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070411,07:00 - 17:00,,,0.05,,5000 USD
100156,,AFQ,ICE,Coal Richards Bay-Quarterly-IPE,50 USD,5000 tonnes,USD / tonne,USD,"3,6,9,12",,20070411,07:00 - 17:00,,,0.05,,5000 USD
100157,,AFS,ICE,Coal Richards Bay-Seasonal-IPE,50 USD,5000 tonne,USD / tonne,USD,"3,9",,20070411,07:00 - 17:00,,,0.05,,5000 USD
100158,,QXN,CLEAR,Coal Swap East CSX,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070423,16:00 - 17:15,,,0.01,,1000 USD
100159,,QPN,CLEAR,Coal Swap West PRB,10 USD,1000 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070423,16:00 - 17:15,,,0.01,,1000 USD
100160,,SS1,SGX,Nikkei 225 Index-Prior Evening Session(Last in Close Field),500 JPY,500 JPY x Index,points,JPY,"3,6,9,12","1,2,4,5,7,8,10,11",20070419,15:30 - 19:00,,,5,,500 JPY
100161,,ST1,SGX,MSCI Taiwan Index-Prior Evening Session(Close in Last Field),10 USD,100 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070419,14:45 - 22:55,,,0.1,,100 USD
100162,,SE4,SGX,Euroyen 3-Mth(Close in Last Field),250 SGD,100000000 SGD,points,SGD,"3,6,9,12",,20070419,07:40 - 19:05,,,0.005,,250000 SGD
100163,,SE3,SGX,Euroyen 3-Mth-Prior Evening Session(Close in Last Field),250 SGD,100000000 SGD,points,SGD,"3,6,9,12",,20070419,12:00 - 14:55,,,0.005,,250000 SGD
100164,,SE6,SGX,Euroyen LIBOR,250 SGD,100000000 SGD,points,SGD,"3,6,9,12",,20070419,07:40 - 19:05,,,0.005,,250000 SGD
100165,,SE5,SGX,Euroyen LIBOR-Prior Evening Session(Close in Last Field),250 SGD,100000000 SGD,points,SGD,"3,6,9,12",,20070423,12:00 - 14:55,,,0.005,,250000 SGD
100166,,SJ2,SGX,Japanese Govt Bond 10Yr Mini (Day Only) (SIMEX),1000 JPY,10000000 JPY,percent,JPY,"3,6,9,12",,19931001,07:45 - 17:15,,,0.01,,100000 JPY
100167,,SJ1,SGX,Japanese Govt Bond 10Yr Mini (Evening Only; Last in Close Field) (SIMEX),1000 JPY,10000000 JPY,percent,JPY,"3,6,9,12",,19931001,18:30 - 22:55,,,0.01,,100000 JPY
100168,,SS4,SGX,MSCI Singapore Index,20 SGD,200 SGD x Index,points,SGD,"1,2,3,4,5,6,7,8,9,10,11,12",,19980901,08:45 - 17:15,,,0.1,,200 SGD
100169,,SS3,SGX,MSCI Singapore Index-Prior Evening Session(Close in Last Field),20 SGD,200 SGD x Index,points,SGD,"1,2,3,4,5,6,7,8,9,10,11,12",,19980901,18:15 - 22:15,,,0.1,,200 SGD
100170,,SI4,SGX,S&P CNX Nifty Index (Day Only),2 USD,2 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20000925,09:00 - 18:15,,,0.5,,20 USD
100171,,SI3,SGX,S&P CNX Nifty Index-Prior Evening Session(Last in Close Field),2 USD,2 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070423,19:15 - 22:55,,,0.5,,20 USD
100174,,UXN,NYMEX,Uranium,2.50 USD,250 lb of U308,USD / LB,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070507,18:00 - 17:15,,,0.05,,250 USD
100175,,RSN,CLEAR,SO2 Emissions,1 USD,100 tons,USD / ton,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060512,18:00 - 17:15,,,0.25,,100 USD
100176,,LRN,NYMEX,Gulf Coast Gasoline Pit Session,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070514,09:00 - 14:30,,,0.0001,,42000 USD
100177,,LR1,ACCESS,Gulf Coast Gasoline Electronic Session,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070517,18:00 - 17:15,,,0.0001,,42000 USD
100178,,LR2,NYMEX,Gulf Coast Gasoline Combined Session,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070518,18:00 - 17:15,,,0.0001,,42000 USD
100179,,LUN,NYMEX,Gulf Coast Ultra Low Sulfur Diesel (ULSD)  Pit,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070514,09:00 - 14:30,,,0.0001,,42000 USD
100180,,LU1,ACCESS,Gulf Coast Ultra Low Sulfur Diesel (ULSD)  Electronic,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070517,18:00 - 17:15,,,0.0001,,42000 USD
100181,,LU2,NYMEX,Gulf Coast Ultra Low Sulfur Diesel (ULSD) Combined,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070518,18:00 - 17:15,,,0.0001,,42000 USD
100182,,LHN,NYMEX,New York Harbor Ultra Low Sulfur Diesel (ULSD) Pit,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070514,09:00 - 14:30,,,0.0001,,42000 USD
100183,,LH3,ACCESS,New York Harbor Ultra Low Sulfur Diesel (ULSD) Electronic,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070517,18:00 - 17:15,,,0.0001,,42000 USD
100184,,LH4,NYMEX,New York Harbor Ultra Low Sulfur Diesel (ULSD) Combined,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070523,18:00 - 17:15,,,0.0001,,42000 USD
100185,,MPN,CLEAR,New York Harbor Heating Oil Calendar Swap,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070510,18:00 - 17:15,,,0.0001,,42000 USD
100186,,RLN,NYMEX,RBOB Calendar Swap,4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070510,18:00 - 17:15,,,0.0001,,42000 USD
100187,,UMN,CLEAR,Electricity-Northern Illinois Hub Peak,0.01 USD x Contract Size in MWh,40 MWh per peak day (760-920 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070515,15:15 - 14:30,,,0.05,,1 USD x Contract Size in MWh
100188,,UON,CLEAR,Electricity-Northern Illinois Hub Off-Peak,0.01 USD x Contract Size in MWh,2.5 MWh per Off-Peak Day (880-1060 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070515,15:15 - 14:30,,,0.05,,1 USD x Contract Size in MWh
100189,,XW1,CBT,Wheat-Mini (Electronic Only),1.25 USD,1000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20070515,18:00 - 13:45,,,0.125,,10 USD
100190,,XW2,CBT,Wheat-Mini (Floor+Electronic Combined),1.25 USD,1000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20070515,18:00 - 13:45,,,0.125,,10 USD
100191,,XC1,CBT,Corn-Mini (Electronic Only),1.25 USD,1000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20070515,18:00 - 13:45,,,0.125,,10 USD
100192,,XC2,CBT,Corn-Mini (Floor+Electronic Combined),1.25 USD,1000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20070515,18:00 - 13:45,,,0.125,,10 USD
100193,,XS1,CBT,Soybeans-Mini (Electronic),1.25 USD,1000 bu,0.01 USD / bu,USD,"1,3,5,7,8,9,11",,20070515,18:00 - 13:45,,,0.125,,10 USD
100194,,XS2,CBT,Soybeans-Mini(Floor+Electronic Combined),1.25 USD,1000 bu,0.01 USD / bu,USD,"1,3,5,7,8,9,11",,20070515,18:00 - 13:45,,,0.125,,10 USD
100195,,DY,CME,Dry Whey,0.44 USD,44000 lb,0.01 USD / cwt,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070522,09:40 - 13:10,,,0.025,,440 USD
100196,,FXN,CME,E-Mini FTSE/Xinhua China 25 Index,0.50 USD,5 USD x Index,points,USD,"3,6,9,12",,20070522,17:00 - 15:15,,,5,,5 USD
100197,,CYN,CLEAR,Brent Calendar Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060410,18:00 - 15:15,,,0.01,,1000 USD
100198,,DBN,CLEAR,Brent-Dubai Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070522,18:00 - 15:15,500,,0.01,,1000 USD
100199,,OQL,DME,Crude Oil Oman (Last Price in Close Field),10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070601,06:00 - 05:15,,,0.01,,1000 USD
100200,,QN,DME,Brent-Oman Spread,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070601,06:00 - 05:15,500,,0.01,,1000 USD
100201,,QNL,DME,Brent-Oman Spread (Last in Close Field),10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070601,06:00 - 05:15,500,,0.01,,1000 USD
100202,,QW,DME,WTI-Oman Spread,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070601,06:00 - 05:15,500,,0.01,,1000 USD
100203,,QWL,DME,WTI-Oman Spread (Last Price in Close Field),10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070601,06:00 - 05:15,500,,0.01,,1000 USD
100204,,DX1,FINEX,U.S. Dollar Index (Electronic Only),1 USD,1000 USD x Index,points,USD,"3,6,9,12",,20070620,20:00 - 16:15,,,0.005,,1000 USD
100205,,DX2,FINEX,U.S. Dollar Index(Floor+Electronic Combined),1 USD,1000 USD x Index,points,USD,"3,6,9,12",,19710104,20:00 - 16:15,,,0.005,,1000 USD
100206,,R1,NYFE,Russell 1000 Index(Electronic Only),5 USD,500 USD x Index,points,USD,"3,6,9,12",,20070620,20:00 - 16:15,,,0.05,,500 USD
100207,,R2,NYFE,Russell 1000 Index(Floor+Electronic Combined),5 USD,500 USD x Index,points,USD,"3,6,9,12",,19990305,20:00 - 16:15,,,0.05,,500 USD
100208,,RM3,NYFE,Mini Russell 1000 Index (Electronic Only),1 USD,100 USD x Index,points,USD,"3,6,9,12",,20070620,20:00 - 16:15,,,0.05,,100 USD
100209,,RM4,NYFE,Mini Russell 1000 Index (Floor+Electronic Combined),1 USD,100 USD x Index,points,USD,"3,6,9,12",,20010622,20:00 - 16:15,,,0.05,,100 USD
100210,,OQO,DME,Crude Oil Oman OSP,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070601,06:00 - 05:15,,,0.01,,1000 USD
100211,,BZN,NYMEX,Brent Crude Last Day,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070731,18:00 - 17:15,,,0.01,,1000 USD
100212,,DON,CLEAR,Dow Jones Mid-Columbia Electricity Index,10.20 USD,40 MWh per peak day (960-1080 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070809,18:00 - 17:15,,,0.01,,1020 USD
100213,,NIN,CLEAR,ISO New England Peak Electricity,8.40 USD,2.5 Mw / hour per peak day (760-920 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070809,18:00 - 17:15,,,0.01,,840 USD
100214,,KIN,CLEAR,ISO New England Off-Peak Electricity,9.70 USD,2.5 Mw x off-peak hours (880-1060 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070809,18:00 - 17:15,,,0.01,,970 USD
100215,,EMN,CLEAR,MISO Cinergy Peak Electricity,8.40 USD,40 MWh per peak day (760-920 MWh),USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20070809,18:00 - 17:15,,,0.01,,840 USD
